global_index,file_name,chunk_index,STOI (L),STOI (R),ESTOI (L),ESTOI (R),PESQ (L),PESQ (R),PESQ-NB (L),PESQ-NB (R),SegSNR (L),SegSNR (R),fwSegSNR (L),fwSegSNR (R),SI-SDR (L),SI-SDR (R),SDR (L),SDR (R),ISR (L),ISR (R),SAR (L),SAR (R)
131,D403__S2__M10_00_000,13,0.2902922543581398,0.2902922543581398,0.14336948981480827,0.14336948981480838,1.2619974613189697,1.2619974613189697,1.59742271900177,1.59742271900177,-1.6254822737822685,-1.6254822737822685,8.064281279752787,8.064281279752787,-31.924465311661482,-31.924465311661482,-1.0187232489725737,-1.0187232489725737,0.09284105650988987,0.09284105650988987,-16.624024395988506,-16.624024395988506
138,D403__S2__M10_00_000,20,0.29440188088533176,0.29440188088533176,0.20636805309996537,0.20636805309996525,1.1770426034927368,1.1770426034927368,1.8190109729766846,1.8190109729766846,-0.6126539183698704,-0.6126539183698704,7.555940815850395,7.555940815850395,-28.77137201281069,-28.77137201281069,-0.11552883726502403,-0.11552883726502403,0.04089619190942654,0.04089619190942654,-8.18145432853287,-8.18145432853287
141,D403__S2__M10_00_000,23,0.3031260112403378,0.3031260112403378,0.22656739856237038,0.2265673985623704,1.15317702293396,1.15317702293396,1.6266939640045166,1.6266939640045166,-1.4450854561036488,-1.4450854561036488,7.484612146302447,7.484612146302447,-33.35225520302796,-33.35225520302796,-0.1548634757575783,-0.1548634757575783,0.016157850117099904,0.016157850117099904,-8.656577011898865,-8.656577011898865
148,D403__S2__M10_00_000,30,0.4203626739243791,0.4203626739243791,0.27685360175493084,0.27685360175493073,1.0283644199371338,1.0283644199371338,0.5832836627960205,0.5832836627960205,-2.9115511480462386,-2.9115511480462386,6.297663997472471,6.297663997472471,-27.52669302430442,-27.52669302430442,-0.5772397850315546,-0.5772397850315546,0.1401806840598985,0.1401806840598985,-16.79830821953142,-16.79830821953142
156,D403__S2__M10_00_000,38,0.10300335918438992,0.10300335918438992,0.012160979117238757,0.012160979117238778,1.1853455305099487,1.1853455305099487,1.930476427078247,1.930476427078247,-0.6846308124572652,-0.6846308124572652,7.19858418816197,7.19858418816197,-25.939053238349192,-25.939053238349192,-0.837064778474653,-0.837064778474653,0.1489320091553504,0.1489320091553504,-11.330751250780896,-11.330751250780896
178,D403__S2__M12_00_000,14,0.27362861390175125,0.27362861390175125,0.2226372409829844,0.22263724098298437,1.047289490699768,1.047289490699768,0.7061154246330261,0.7061154246330261,-2.423678753656022,-2.423678753656022,6.643662018961833,6.643662018961833,-41.94601726286947,-41.94601726286947,-1.4271015957230293,-1.4271015957230293,0.01715384736799651,0.01715384736799651,-18.050043385190964,-18.050043385190964
189,D403__S2__M12_00_000,25,0.3223713257511072,0.3223713257511072,0.19031157207879923,0.19031157207879915,1.0380626916885376,1.0380626916885376,0.10079894214868546,0.10079894214868546,-1.7731897864875341,-1.7731897864875341,6.46093377567619,6.46093377567619,-40.43315946926267,-40.43315946926267,-0.6316297273320881,-0.6316297273320881,-0.0035408137391619464,-0.0035408137391619464,-12.615925466559348,-12.615925466559348
195,D403__S2__M12_00_000,31,0.33340133919364867,0.33340133919364867,0.20327733221695607,0.2032773322169561,1.140206217765808,1.140206217765808,1.6935795545578003,1.6935795545578003,-3.1396241293020273,-3.1396241293020273,7.639169220905693,7.639169220905693,-39.34976315966204,-39.34976315966204,-0.8949140416273161,-0.8949140416273161,0.01904095614950625,0.01904095614950625,-15.774174774611724,-15.774174774611724
208,D403__S2__M13_00_000,8,0.14783747209366713,0.14783747209366713,0.09766841814818578,0.09766841814818551,1.1252018213272095,1.1252018213272095,1.5733979940414429,1.5733979940414429,-3.4798438130314886,-3.4798438130314886,6.966838197976247,6.966838197976247,-26.942755439896967,-26.942755439896967,-0.9865559468044682,-0.9865559468044682,0.1612367906689412,0.1612367906689412,-13.461005687209349,-13.461005687209349
211,D403__S2__M13_00_000,11,0.29039131288475634,0.29039131288475634,0.12819747778890478,0.12819747778890453,1.243994116783142,1.243994116783142,1.8769700527191162,1.8769700527191162,-1.110236188989389,-1.110236188989389,8.485826239084396,8.485826239084396,-21.057365563396484,-21.057365563396484,-0.0821938621010421,-0.0821938621010421,0.1780512932055538,0.1780512932055538,-11.385511016520374,-11.385511016520374
234,D403__S2__M13_00_000,34,0.3723813625095603,0.3723813625095603,0.2735616386792491,0.27356163867924915,1.1645563840866089,1.1645563840866089,1.6488244533538818,1.6488244533538818,-0.9936289360443418,-0.9936289360443418,6.33116446377063,6.33116446377063,-23.95373249858409,-23.95373249858409,-0.11379203285751073,-0.11379203285751073,0.08741142017039258,0.08741142017039258,-6.577200241807361,-6.577200241807361
252,D403__S2__M14_00_000,11,0.41195133970266246,0.41195133970266246,0.3190327823519648,0.3190327823519647,1.208983063697815,1.208983063697815,1.9239920377731323,1.9239920377731323,-1.0235756913023737,-1.0235756913023737,7.876873029693858,7.876873029693858,-21.046688149286723,-21.046688149286723,-0.0073683303844671215,-0.0073683303844671215,0.10623288408556601,0.10623288408556601,-4.7622923037147,-4.7622923037147
258,D403__S2__M14_00_000,17,0.20479127443389106,0.20479127443389106,0.1204466610859646,0.12044666108596452,1.070867657661438,1.070867657661438,1.1160969734191895,1.1160969734191895,-1.6798493084205255,-1.6798493084205255,7.633008689157415,7.633008689157415,-27.720750757975033,-27.720750757975033,-1.7910568613972566,-1.7910568613972566,0.21299070955225793,0.21299070955225793,-15.913303284344206,-15.913303284344206
259,D403__S2__M14_00_000,18,0.48822996260558815,0.48822996260558815,0.2802945605092629,0.28029456050926266,1.0456078052520752,1.0456078052520752,1.0338011980056763,1.0338011980056763,-1.8482416681398965,-1.8482416681398965,6.291889402694773,6.291889402694773,-33.021057698722906,-33.021057698722906,-0.4359220857946686,-0.4359220857946686,0.04817531549615963,0.04817531549615963,-14.12597405983545,-14.12597405983545
268,D403__S2__M14_00_000,27,0.3388966915098991,0.3388966915098991,0.14151607782706327,0.14151607782706319,1.1284669637680054,1.1284669637680054,1.8001210689544678,1.8001210689544678,-0.13621203425026082,-0.13621203425026082,8.314102501453444,8.314102501453444,-18.120724758111695,-18.120724758111695,0.06582058645657586,0.06582058645657586,0.1328279528799734,0.1328279528799734,-6.809510064200701,-6.809510064200701
291,D403__S2__M15_00_000,8,0.45088537855873945,0.45088537855873945,0.2851524673496005,0.2851524673496003,1.1099883317947388,1.1099883317947388,1.546801209449768,1.546801209449768,-0.9769194479065739,-0.9769194479065739,7.052344209071205,7.052344209071205,-20.587419331354866,-20.587419331354866,-0.0749088331201775,-0.0749088331201775,0.15117319428487563,0.15117319428487563,-5.937620006948503,-5.937620006948503
313,D403__S2__M15_00_000,30,0.3026475836827851,0.3026475836827851,0.2154460508164011,0.2154460508164011,1.1351968050003052,1.1351968050003052,2.29380202293396,2.29380202293396,-3.1377510572055254,-3.1377510572055254,7.6878488915479215,7.6878488915479215,-26.56360289073763,-26.56360289073763,-1.4489158260149138,-1.4489158260149138,0.16991942701879592,0.16991942701879592,-12.356527117568039,-12.356527117568039
324,D403__S2__M16_00_000,3,0.2591645581027552,0.2591645581027552,0.2029731231812131,0.2029731231812131,1.0584684610366821,1.0584684610366821,0.7516075372695923,0.7516075372695923,-3.2039539491090476,-3.2039539491090476,6.309671801573435,6.309671801573435,-43.39809097716913,-43.39809097716913,-1.1965594364470602,-1.1965594364470602,0.023107802294207502,0.023107802294207502,-21.278950259972436,-21.278950259972436
328,D403__S2__M16_00_000,7,0.2852590004767314,0.2852590004767314,0.2639865709500691,0.26398657095006917,1.064520001411438,1.064520001411438,1.2298303842544556,1.2298303842544556,-1.7541853537414116,-1.7541853537414116,6.865183533711914,6.865183533711914,-44.91679385781754,-44.91679385781754,-0.7608737241773289,-0.7608737241773289,-0.023496574341097004,-0.023496574341097004,-12.501726538561453,-12.501726538561453
335,D403__S2__M16_00_000,14,0.3987656366852541,0.3987656366852541,0.27628188587100583,0.27628188587100583,1.2277517318725586,1.2277517318725586,1.939720630645752,1.939720630645752,-0.9624236314883445,-0.9624236314883445,9.165248207704735,9.165248207704735,-51.2681040288058,-51.2681040288058,-0.2829628602177246,-0.2829628602177246,-0.08242486276971724,-0.08242486276971724,-4.333501284294194,-4.333501284294194
338,D403__S2__M16_00_000,17,0.38663769093501077,0.38663769093501077,0.28336010962231345,0.2833601096223134,1.4728760719299316,1.4728760719299316,2.5182130336761475,2.5182130336761475,-2.5739883629561064,-2.5739883629561064,7.34656932018159,7.34656932018159,-36.281702698336844,-36.281702698336844,-0.8513267905414308,-0.8513267905414308,-0.13576463857725588,-0.13576463857725588,-10.12904572313484,-10.12904572313484
342,D403__S2__M16_00_000,21,0.4242442956992654,0.4242442956992654,0.28382264395203816,0.28382264395203816,1.0551165342330933,1.0551165342330933,1.0604239702224731,1.0604239702224731,-0.8802427010504269,-0.8802427010504269,6.34880501372221,6.34880501372221,-28.48763579444844,-28.48763579444844,-0.16559378715353265,-0.16559378715353265,0.04718625150050895,0.04718625150050895,-8.436452899514176,-8.436452899514176
345,D403__S2__M16_00_000,24,0.33677003400033295,0.33677003400033295,0.21382555965245453,0.2138255596524545,1.0878701210021973,1.0878701210021973,1.0485377311706543,1.0485377311706543,-1.6963422532846708,-1.6963422532846708,6.948442053025602,6.948442053025602,-33.09788650358778,-33.09788650358778,-0.857476338045309,-0.857476338045309,0.0764321570873559,0.0764321570873559,-17.45356675545713,-17.45356675545713
350,D403__S2__M17_00_000,2,0.30578646120721453,0.30578646120721453,0.18789134339334151,0.18789134339334143,1.075925588607788,1.075925588607788,1.5426084995269775,1.5426084995269775,-2.7075547296439137,-2.7075547296439137,7.002159288438925,7.002159288438925,-27.95639618123488,-27.95639618123488,-0.5632065483480226,-0.5632065483480226,0.12076258312101627,0.12076258312101627,-14.641211078486547,-14.641211078486547
406,D403__S2__M20_00_000,1,0.1557258929300768,0.1557258929300768,0.08811956984813964,0.08811956984813984,1.1940306425094604,1.1940306425094604,1.798732042312622,1.798732042312622,-1.8577765467994456,-1.8577765467994456,9.06125880016185,9.06125880016185,-28.224543470469065,-28.224543470469065,-0.3867852583570209,-0.3867852583570209,-0.15248726104517404,-0.15248726104517404,-5.861609312242097,-5.861609312242097
407,D403__S2__M20_00_000,2,0.32874231423824085,0.32874231423824085,0.20691040194478225,0.2069104019447821,1.1579580307006836,1.1579580307006836,1.5908604860305786,1.5908604860305786,-0.41245641298767133,-0.41245641298767133,4.725220591686966,4.725220591686966,-12.06523361502487,-12.06523361502487,0.2535912312103156,0.2535912312103156,0.3946103192295586,0.3946103192295586,-4.940465965139212,-4.940465965139212
408,D403__S2__M20_00_000,3,0.22261863273374624,0.22261863273374624,0.18680985021700372,0.18680985021700372,1.1502585411071777,1.1502585411071777,1.8073606491088867,1.8073606491088867,-1.12282315604259,-1.12282315604259,8.828660733648766,8.828660733648766,-22.432735530353636,-22.432735530353636,-0.17983530738448394,-0.17983530738448394,0.15771131715008752,0.15771131715008752,-9.522609769282656,-9.522609769282656
413,D403__S2__M20_00_000,8,0.12135861468348126,0.12135861468348126,0.11715629086384315,0.11715629086384367,1.1281428337097168,1.1281428337097168,1.7141671180725098,1.7141671180725098,-1.4870985448261385,-1.4870985448261385,7.110941550238571,7.110941550238571,-32.47454649602759,-32.47454649602759,-0.5020177798717291,-0.5020177798717291,0.007710327025436156,0.007710327025436156,-8.892726025616028,-8.892726025616028
416,D403__S2__M20_00_000,11,0.28536417627776395,0.28536417627776395,0.19872587540519604,0.19872587540519615,1.08894944190979,1.08894944190979,1.4671908617019653,1.4671908617019653,-1.0530409702215093,-1.0530409702215093,6.385633935594219,6.385633935594219,-29.17466441149743,-29.17466441149743,-0.22166081409093388,-0.22166081409093388,0.04269819868204628,0.04269819868204628,-8.52892896114672,-8.52892896114672
419,D403__S2__M20_00_000,14,0.2240239114871352,0.2240239114871352,0.1344297797277247,0.13442977972772469,1.0538711547851562,1.0538711547851562,0.03965934365987778,0.03965934365987778,-1.1067622921116158,-1.1067622921116158,6.763622055458266,6.763622055458266,-19.764551739101304,-19.764551739101304,-0.1658427349260536,-0.1658427349260536,0.24359984681487534,0.24359984681487534,-8.999650499400557,-8.999650499400557
440,D403__S2__M21_00_000,13,0.35470163596384013,0.35470163596384013,0.25137433008869187,0.251374330088692,1.034050703048706,1.034050703048706,-0.03245270997285843,-0.03245270997285843,-2.5530173539838414,-2.5530173539838414,6.606129196776356,6.606129196776356,-35.81631955383897,-35.81631955383897,-1.0959247341248177,-1.0959247341248177,0.014895384880706361,0.014895384880706361,-13.031918530296169,-13.031918530296169
444,D403__S2__M21_00_000,17,0.18699747482249218,0.18699747482249218,0.13299802097244354,0.13299802097244345,1.0421897172927856,1.0421897172927856,0.8936232924461365,0.8936232924461365,-2.0709016000254943,-2.0709016000254943,6.208179565913406,6.208179565913406,-41.1644301999645,-41.1644301999645,-0.7487287225588268,-0.7487287225588268,-0.060541909269335614,-0.060541909269335614,-14.211083096870237,-14.211083096870237
449,D403__S2__M22_00_000,5,0.6450896259093113,0.6450896259093113,0.3461842949430232,0.34618429494302333,1.5837435722351074,1.5837435722351074,2.5901410579681396,2.5901410579681396,-0.959450258726336,-0.959450258726336,8.380518344902825,8.380518344902825,-15.23197688831592,-15.23197688831592,-0.24715113311173628,-0.24715113311173628,-0.21698628053111307,-0.21698628053111307,0.6028215693364619,0.6028215693364619
462,D403__S2__M22_00_000,18,0.3479992408421551,0.3479992408421551,0.27665616477422306,0.2766561647742229,1.1109243631362915,1.1109243631362915,1.6516220569610596,1.6516220569610596,-1.5264457570760381,-1.5264457570760381,8.036311062724074,8.036311062724074,-24.34463084174935,-24.34463084174935,-0.39418402254210616,-0.39418402254210616,0.15762392614826523,0.15762392614826523,-11.287996350871675,-11.287996350871675
468,D403__S2__M23_00_000,5,0.30001836966498246,0.30001836966498246,0.1964497337286702,0.19644973372867033,1.044259786605835,1.044259786605835,0.6514579057693481,0.6514579057693481,-1.55845233531983,-1.55845233531983,7.241644973495898,7.241644973495898,-33.00357327922612,-33.00357327922612,-0.41480911384887675,-0.41480911384887675,0.028114122650549585,0.028114122650549585,-10.860916900851183,-10.860916900851183
471,D403__S2__M23_00_000,8,0.25045907275744816,0.25045907275744816,0.19388159871991806,0.19388159871991792,1.0494314432144165,1.0494314432144165,0.5210535526275635,0.5210535526275635,-1.6168638121969483,-1.6168638121969483,6.191532556019774,6.191532556019774,-23.074660209722808,-23.074660209722808,-0.8237921861090908,-0.8237921861090908,0.27709228370380895,0.27709228370380895,-13.273098808323724,-13.273098808323724
472,D403__S2__M23_00_000,9,0.14489426599089403,0.14489426599089403,0.05111554969217336,0.051115549692173544,1.5114338397979736,1.5114338397979736,2.751755952835083,2.751755952835083,0.06412857387463981,0.06412857387463981,7.202131436571512,7.202131436571512,-17.200578938195314,-17.200578938195314,0.07350712127562947,0.07350712127562947,0.1640007180502332,0.1640007180502332,-2.173060964707395,-2.173060964707395
473,D403__S2__M23_00_000,10,0.34749489666824657,0.34749489666824657,0.1951824823775878,0.1951824823775879,1.156520128250122,1.156520128250122,1.9089488983154297,1.9089488983154297,-1.3314903319438205,-1.3314903319438205,7.500854334788558,7.500854334788558,-29.98452255984736,-29.98452255984736,-0.2911346781991354,-0.2911346781991354,0.03911563919024544,0.03911563919024544,-9.010451512504337,-9.010451512504337
476,D403__S2__M23_00_000,13,0.46136967880612756,0.46136967880612756,0.306115743648288,0.3061157436482879,1.122734785079956,1.122734785079956,1.6259417533874512,1.6259417533874512,-0.6167695641466829,-0.6167695641466829,6.388210014681022,6.388210014681022,-24.279086787377707,-24.279086787377707,-0.04621463219033972,-0.04621463219033972,0.07455093098082423,0.07455093098082423,-7.38170198355025,-7.38170198355025
541,D807__S1__M02_00_000,3,0.5853243426642865,0.5853243426642865,0.34746569258667437,0.34746569258667437,1.2059409618377686,1.2059409618377686,2.0988426208496094,2.0988426208496094,-0.6246323781244114,-0.6246323781244114,6.0718520413580634,6.0718520413580634,-13.384028618021445,-13.384028618021445,0.1527974682885042,0.1527974682885042,0.18520788867733323,0.18520788867733323,-1.0788011698365192,-1.0788011698365192
542,D807__S1__M02_00_000,4,0.561114326807562,0.561114326807562,0.38976000043534115,0.3897600004353413,1.2151131629943848,1.2151131629943848,2.0806164741516113,2.0806164741516113,-0.7422979497902013,-0.7422979497902013,6.616258029067121,6.616258029067121,-11.243325794010202,-11.243325794010202,0.2194719514369935,0.2194719514369935,0.25571698310198226,0.25571698310198226,-0.7134235205529373,-0.7134235205529373
543,D807__S1__M02_00_000,5,0.5498852863826038,0.5498852863826038,0.3672162692254768,0.36721626922547673,1.2429229021072388,1.2429229021072388,2.0881893634796143,2.0881893634796143,-0.7576330879443672,-0.7576330879443672,6.531235676111209,6.531235676111209,-17.136877416028952,-17.136877416028952,0.08084398393086527,0.08084398393086527,0.11053602793276393,0.11053602793276393,-0.1253380723271322,-0.1253380723271322
544,D807__S1__M02_00_000,6,0.5321556641407746,0.5321556641407746,0.3454510367051241,0.34545103670512406,1.2550115585327148,1.2550115585327148,2.185666561126709,2.185666561126709,-0.9416144231364514,-0.9416144231364514,7.262477827570329,7.262477827570329,-16.012893972581683,-16.012893972581683,0.10213937826047245,0.10213937826047245,0.12919863999238582,0.12919863999238582,1.6037724326691671,1.6037724326691671
545,D807__S1__M02_00_000,7,0.5388382486337715,0.5388382486337715,0.35911144421393054,0.3591114442139303,1.2916014194488525,1.2916014194488525,2.2514870166778564,2.2514870166778564,-1.226843404904548,-1.226843404904548,8.243591560934968,8.243591560934968,-16.72824560613184,-16.72824560613184,0.09002429365030427,0.09002429365030427,0.11937731993907613,0.11937731993907613,1.6407300814056769,1.6407300814056769
546,D807__S1__M02_00_000,8,0.5706258750524273,0.5706258750524273,0.32247633160323474,0.32247633160323463,1.2738548517227173,1.2738548517227173,2.0850086212158203,2.0850086212158203,-1.4920903596980297,-1.4920903596980297,8.327091447377239,8.327091447377239,-26.46022509888745,-26.46022509888745,-0.0034407868065222604,-0.0034407868065222604,0.014918488487482402,0.014918488487482402,1.7526647025327748,1.7526647025327748
548,D807__S1__M02_00_000,10,0.6407003240871055,0.6407003240871055,0.4626256775279939,0.462625677527994,1.3616007566452026,1.3616007566452026,2.1021013259887695,2.1021013259887695,-0.40250095653237183,-0.40250095653237183,5.816913473532926,5.816913473532926,-11.050824693682639,-11.050824693682639,0.24753578832921594,0.24753578832921594,0.2675637452381913,0.2675637452381913,5.285902985288128,5.285902985288128
549,D807__S1__M03_00_000,1,0.5146549137371786,0.5146549137371786,0.36908891543604316,0.3690889154360432,1.264936923980713,1.264936923980713,2.068833351135254,2.068833351135254,-0.7626232424512503,-0.7626232424512503,7.130515405600519,7.130515405600519,-23.22636666736946,-23.22636666736946,0.012093601491847837,0.012093601491847837,0.03364066318612882,0.03364066318612882,2.008257903219475,2.008257903219475
579,D807__S1__M06_00_000,8,0.5512198168761941,0.5512198168761941,0.3629449979301853,0.3629449979301853,1.2016650438308716,1.2016650438308716,2.0032143592834473,2.0032143592834473,-0.7250618448683059,-0.7250618448683059,7.216668354274967,7.216668354274967,-15.613972086900976,-15.613972086900976,0.11325456518476676,0.11325456518476676,0.16437176099236078,0.16437176099236078,-2.7386410928985425,-2.7386410928985425
580,D807__S1__M06_00_000,9,0.5729228863516403,0.5729228863516403,0.4335199451681017,0.43351994516810166,1.2656837701797485,1.2656837701797485,2.047274351119995,2.047274351119995,-0.5158852282577149,-0.5158852282577149,7.195369073817706,7.195369073817706,-5.863643707194749,-5.863643707194749,0.434285933499938,0.434285933499938,0.46843833611315466,0.46843833611315466,0.2776344734022033,0.2776344734022033
581,D807__S1__M06_00_000,10,0.5463630591675738,0.5463630591675738,0.37721923778430994,0.3772192377843099,1.113730549812317,1.113730549812317,1.9214235544204712,1.9214235544204712,-1.8755263211432716,-1.8755263211432716,5.562689708083785,5.562689708083785,-18.631150102833377,-18.631150102833377,0.05414673077349967,0.05414673077349967,0.126545217818284,0.126545217818284,-4.249011028336053,-4.249011028336053
589,D807__S1__M07_00_000,3,0.48559064674469266,0.48559064674469266,0.523335718365527,0.5233357183655268,1.1218510866165161,1.1218510866165161,2.372931480407715,2.372931480407715,-2.8303344910822057,-2.8303344910822057,6.596742764341283,6.596742764341283,-17.817043720638445,-17.817043720638445,-0.05077866307751887,-0.05077866307751887,0.3086507712876322,0.3086507712876322,-10.844663345942001,-10.844663345942001
591,D807__S1__M07_00_000,5,0.5422922102443598,0.5422922102443598,0.2044030132440545,0.20440301324405435,1.288224220275879,1.288224220275879,1.8344014883041382,1.8344014883041382,-1.3150047631837962,-1.3150047631837962,7.595393466033634,7.595393466033634,-16.356770565818607,-16.356770565818607,0.09871895449930697,0.09871895449930697,0.1739398713236531,0.1739398713236531,-2.4585075434376877,-2.4585075434376877
593,D807__S1__M07_00_000,7,0.5704687380330499,0.5704687380330499,0.44578157229361165,0.44578157229361165,1.210356593132019,1.210356593132019,1.5984262228012085,1.5984262228012085,-0.5321123286360601,-0.5321123286360601,6.056277394013546,6.056277394013546,-18.06301191033905,-18.06301191033905,0.03475369512078539,0.03475369512078539,0.20271032183304397,0.20271032183304397,-7.6206807063826805,-7.6206807063826805
600,D807__S1__M07_00_000,14,0.5570479801766037,0.5570479801766037,0.36045621860395194,0.3604562186039519,1.2508375644683838,1.2508375644683838,1.9527753591537476,1.9527753591537476,-0.7780383873990753,-0.7780383873990753,7.505359359068326,7.505359359068326,-13.828195324916257,-13.828195324916257,0.15373193455390258,0.15373193455390258,0.1945019856246956,0.1945019856246956,-0.7636076499835538,-0.7636076499835538
605,D807__S1__M07_00_000,19,0.5032848474140635,0.5032848474140635,0.21542444425908505,0.21542444425908513,1.2973740100860596,1.2973740100860596,2.2764434814453125,2.2764434814453125,-0.6345437727722439,-0.6345437727722439,4.168807578114778,4.168807578114778,-11.27277773200787,-11.27277773200787,0.21741569080391332,0.21741569080391332,0.23940156904082968,0.23940156904082968,3.004442312124576,3.004442312124576
606,D807__S1__M07_00_000,20,0.44910659169150396,0.44910659169150396,0.26364183856474843,0.26364183856474843,1.0691226720809937,1.0691226720809937,1.0428510904312134,1.0428510904312134,-2.8850015254520214,-2.8850015254520214,6.274791812943825,6.274791812943825,-30.447964899528394,-30.447964899528394,-0.7757873691442984,-0.7757873691442984,0.08079543253283578,0.08079543253283578,-13.311473878190416,-13.311473878190416
609,D807__S1__M07_00_000,23,0.23539561767285347,0.23539561767285347,0.16984113826700217,0.16984113826700212,1.1458686590194702,1.1458686590194702,1.7060577869415283,1.7060577869415283,-1.179374614983099,-1.179374614983099,7.151095965752338,7.151095965752338,-24.20550841282894,-24.20550841282894,-0.13201527619839165,-0.13201527619839165,0.10016977784683508,0.10016977784683508,-8.454242727018649,-8.454242727018649
633,D807__S1__M08_00_000,10,0.46655458771325214,0.46655458771325214,0.2823374441426932,0.28233744414269313,1.1801429986953735,1.1801429986953735,1.8682817220687866,1.8682817220687866,-1.1228776977631327,-1.1228776977631327,7.778520413175684,7.778520413175684,-15.65477856426927,-15.65477856426927,0.11532651870968266,0.11532651870968266,0.22264957900945417,0.22264957900945417,-4.547673289354062,-4.547673289354062
655,D807__S1__M08_00_000,32,0.5366933454374294,0.5366933454374294,0.3459203073765788,0.3459203073765787,1.1145235300064087,1.1145235300064087,1.980944275856018,1.980944275856018,-0.833285095720163,-0.833285095720163,7.7064195041909,7.7064195041909,-15.910736922478243,-15.910736922478243,0.10984733534231116,0.10984733534231116,0.18691562222305072,0.18691562222305072,-4.319399653706335,-4.319399653706335
