global_index,file_name,chunk_index,STOI (L),STOI (R),ESTOI (L),ESTOI (R),PESQ (L),PESQ (R),PESQ-NB (L),PESQ-NB (R),SegSNR (L),SegSNR (R),fwSegSNR (L),fwSegSNR (R),SI-SDR (L),SI-SDR (R),SDR (L),SDR (R),ISR (L),ISR (R),SAR (L),SAR (R)
131,D403__S2__M10_00_000,13,0.3218773936306559,0.3218773936306559,0.19495654722108563,0.19495654722108538,1.158615231513977,1.158615231513977,1.6439037322998047,1.6439037322998047,-0.6402707784578547,-0.6402707784578547,6.719565713955812,6.719565713955812,-36.35258564018008,-36.35258564018008,-0.26084446335181916,-0.26084446335181916,-0.039222143427862864,-0.039222143427862864,-14.33018788475077,-14.33018788475077
138,D403__S2__M10_00_000,20,0.43669048763419144,0.43669048763419144,0.2736031991510846,0.27360319915108405,1.2192877531051636,1.2192877531051636,1.91627836227417,1.91627836227417,-0.23541254081365307,-0.23541254081365307,8.130673840860434,8.130673840860434,-37.17820912045174,-37.17820912045174,-0.06753194453707818,-0.06753194453707818,-0.024979120828629867,-0.024979120828629867,-5.699697100230959,-5.699697100230959
141,D403__S2__M10_00_000,23,0.4118040449389036,0.4118040449389036,0.3221019037660779,0.3221019037660779,1.231074571609497,1.231074571609497,2.01222825050354,2.01222825050354,-0.38250355188765595,-0.38250355188765595,6.884312721689855,6.884312721689855,-37.22747690054327,-37.22747690054327,-0.03346103778314961,-0.03346103778314961,-0.0005869709871780275,-0.0005869709871780275,-4.089971305370057,-4.089971305370057
148,D403__S2__M10_00_000,30,0.46969031319960514,0.46969031319960514,0.30940494765307186,0.3094049476530718,1.0282574892044067,1.0282574892044067,0.6313279867172241,0.6313279867172241,-0.709990035318292,-0.709990035318292,5.749178790007183,5.749178790007183,-38.170153892284986,-38.170153892284986,-0.11996040553377751,-0.11996040553377751,-0.022053222688563724,-0.022053222688563724,-12.622753462403967,-12.622753462403967
156,D403__S2__M10_00_000,38,0.08819363414445452,0.08819363414445452,0.010131558837923141,0.010131558837922017,1.1484487056732178,1.1484487056732178,2.0473055839538574,2.0473055839538574,0.1008279022387253,0.1008279022387253,6.991261129349328,6.991261129349328,-16.998714649179306,-16.998714649179306,0.0768775581183361,0.0768775581183361,0.21365097146181883,0.21365097146181883,-9.141093259722998,-9.141093259722998
178,D403__S2__M12_00_000,14,0.35541953743296095,0.35541953743296095,0.2708451246959129,0.2708451246959128,1.0726810693740845,1.0726810693740845,1.2279491424560547,1.2279491424560547,-0.9812519600226568,-0.9812519600226568,6.695225826418192,6.695225826418192,-33.425256307581094,-33.425256307581094,-0.2502838241769329,-0.2502838241769329,0.04221860786339722,0.04221860786339722,-16.197672120154515,-16.197672120154515
189,D403__S2__M12_00_000,25,0.35878054789076197,0.35878054789076197,0.23417475228974913,0.2341747522897492,1.037057876586914,1.037057876586914,0.12310805171728134,0.12310805171728134,-0.972976270505116,-0.972976270505116,6.88927894093667,6.88927894093667,-49.52314695977754,-49.52314695977754,-0.19730735653585724,-0.19730735653585724,-0.009543429511859788,-0.009543429511859788,-10.823880017412806,-10.823880017412806
195,D403__S2__M12_00_000,31,0.376205950529219,0.376205950529219,0.23093011448362938,0.23093011448362927,1.124587059020996,1.124587059020996,1.7268157005310059,1.7268157005310059,-1.1554116746060152,-1.1554116746060152,6.8440634277638575,6.8440634277638575,-31.12357862598511,-31.12357862598511,-0.16373838079708974,-0.16373838079708974,0.043826565032430084,0.043826565032430084,-12.875367815471394,-12.875367815471394
208,D403__S2__M13_00_000,8,0.22189345149231735,0.22189345149231735,0.1396828427852152,0.13968284278521492,1.162571668624878,1.162571668624878,2.011279582977295,2.011279582977295,-1.3553332346742775,-1.3553332346742775,7.413125870662135,7.413125870662135,-25.210072607519272,-25.210072607519272,-0.12683362032065654,-0.12683362032065654,0.08600626496083076,0.08600626496083076,-8.997910708198827,-8.997910708198827
211,D403__S2__M13_00_000,11,0.23121653450935659,0.23121653450935659,0.06579599318497374,0.06579599318497306,1.2761555910110474,1.2761555910110474,1.8677668571472168,1.8677668571472168,-0.24953334568034996,-0.24953334568034996,7.045225425074584,7.045225425074584,-20.97211343277522,-20.97211343277522,0.026590556914747022,0.026590556914747022,0.09531994061790618,0.09531994061790618,-9.462190201389815,-9.462190201389815
234,D403__S2__M13_00_000,34,0.4336663247186492,0.4336663247186492,0.28455029533244913,0.28455029533244874,1.126816749572754,1.126816749572754,1.9537274837493896,1.9537274837493896,-0.24461665026226018,-0.24461665026226018,5.914206307642758,5.914206307642758,-25.33898586760634,-25.33898586760634,-0.014555557062927063,-0.014555557062927063,0.045022310590986936,0.045022310590986936,-5.257592326624868,-5.257592326624868
252,D403__S2__M14_00_000,11,0.4436853971286206,0.4436853971286206,0.3284736768560937,0.3284736768560935,1.2528820037841797,1.2528820037841797,2.068092107772827,2.068092107772827,-0.2456816012478944,-0.2456816012478944,7.944037783941842,7.944037783941842,-19.240806853273543,-19.240806853273543,-0.14692534026549692,-0.14692534026549692,-0.11604116380409868,-0.11604116380409868,-2.6391010718520196,-2.6391010718520196
258,D403__S2__M14_00_000,17,0.297494425392816,0.297494425392816,0.2174618249793662,0.2174618249793662,1.0735437870025635,1.0735437870025635,1.034316062927246,1.034316062927246,-0.5300275899375543,-0.5300275899375543,7.354505251688796,7.354505251688796,-18.86981097587196,-18.86981097587196,-0.10151549277944863,-0.10151549277944863,0.28286126279858126,0.28286126279858126,-11.76776329412694,-11.76776329412694
259,D403__S2__M14_00_000,18,0.6213885573239646,0.6213885573239646,0.42313317636893977,0.4231331763689396,1.0509841442108154,1.0509841442108154,0.8001654148101807,0.8001654148101807,-1.0540645671577495,-1.0540645671577495,6.937263868559604,6.937263868559604,-20.855991901365417,-20.855991901365417,-0.025951179406076965,-0.025951179406076965,0.13848746465937073,0.13848746465937073,-7.688751200952618,-7.688751200952618
268,D403__S2__M14_00_000,27,0.6910008020613597,0.6910008020613597,0.402403885089702,0.402403885089703,1.254475712776184,1.254475712776184,2.0962467193603516,2.0962467193603516,0.13077800304636392,0.13077800304636392,7.809953722101971,7.809953722101971,-13.803710139819467,-13.803710139819467,0.10614347949420655,0.10614347949420655,0.12080950721259275,0.12080950721259275,-1.7454838552224448,-1.7454838552224448
291,D403__S2__M15_00_000,8,0.5117424159901433,0.5117424159901433,0.3399669300527003,0.33996693005270007,1.1194922924041748,1.1194922924041748,1.5889605283737183,1.5889605283737183,-0.08131784450158983,-0.08131784450158983,6.142978180270235,6.142978180270235,-25.350638745975118,-25.350638745975118,-0.005605623917570503,-0.005605623917570503,0.03654720556662789,0.03654720556662789,-3.3935646277940403,-3.3935646277940403
313,D403__S2__M15_00_000,30,0.3965917846172232,0.3965917846172232,0.25959659602679347,0.2595965960267935,1.1841471195220947,1.1841471195220947,2.070020914077759,2.070020914077759,-0.9135325751081178,-0.9135325751081178,7.104070915214515,7.104070915214515,-22.653528260431827,-22.653528260431827,-0.18243536691695397,-0.18243536691695397,0.16802826689225903,0.16802826689225903,-11.964770398262212,-11.964770398262212
